,VP1,VP0
402,142573155.35092348,134072431.62141868
403,128303349.89828062,120653443.23548187
404,125020933.87326229,117566736.6462637
405,126609468.29150403,119060556.93553042
406,152346048.04714286,143262629.34505242
407,119689737.64079294,112553405.48599854
408,177618299.1247809,167028058.02050048
409,122762929.37757558,115443362.49070357
410,154063663.85438854,144877834.7271736
411,143631926.9446041,135068075.44894743
412,108923463.72277819,102429055.49782844
413,125367050.71514864,117892216.75857946
414,169963571.5127273,159829732.7690071
415,150232085.21490288,141274708.57148105
416,176970037.20533788,166418447.80563664
417,123971218.35891306,116579608.9420818
418,125175233.8340921,117711836.68909171
419,109426377.15951912,102901983.428707
420,134277505.46751067,126271398.18695812
421,104691133.66216327,98449072.16047157
422,140030868.04387027,131681724.61701848
423,78359483.08616877,73687409.19075146
424,130283413.82232471,122515448.63480839
425,144218473.24030212,135619649.74727315
426,106894615.47532564,100521174.47171734
427,110816199.47435468,104208939.54406457
428,131329929.24283662,123499567.04624422
429,120632120.42538577,113439600.02337508
430,163320134.45815977,153582401.29880595
431,156325137.88649148,147004471.55292422
432,131950159.78810273,124082817.21816494
433,180668945.44783816,169896813.85004297
434,124207744.2496358,116802032.3094581
435,165905410.79850173,156013534.17588806
436,132062992.03333844,124188921.99957924
437,113116115.14817278,106371725.98274605
438,114210958.3209366,107401290.67222252
439,137666500.5420254,129458329.19984642
440,102330042.10814062,96228757.36734343
441,131632888.12539452,123784462.43181571
442,103183080.52942617,97030934.5733311
443,173331292.52774578,162996658.1582554
444,154185521.8033375,144992427.0674201
445,98167686.70151614,92314576.54371555
446,108479546.50133203,102011606.21593931
447,155512424.4769683,146240215.03662622
448,138089407.72688702,129856021.13901272
449,106148718.5093758,99819750.5625825
450,104517130.7905807,98285443.96521445
451,114025912.87151173,107227278.29728556
452,156277110.6513397,146959307.87407455
453,125691447.59785238,118197271.93371007
454,116185892.6850205,109258472.35438213
455,129436172.74712074,121718723.1163014
456,71138353.77729382,66896829.553858496
457,203045998.50013494,190939666.6076921
458,99687466.04401533,93743741.18186459
459,80951833.11123468,76125193.99406144
460,148931096.41541728,140051289.39814553
461,119313363.27598141,112199471.91297741
462,127925713.98153241,120298323.32878277
463,87646101.9169162,82420326.44375733
464,108921197.4023839,102426924.30359802
465,159074249.88977957,149589671.6221326
466,150082875.04201818,141134394.84515533
467,120836471.41597533,113631766.87375551
468,116937635.16673556,109965393.24863169
469,94837420.83534978,89182873.09278367
470,140290283.32368234,131925672.62587433
471,123829250.56873299,116446105.7815849
472,125656491.1815296,118164399.74451266
473,144339003.55721033,135732993.6136708
474,118026969.99124138,110989778.01736256
475,111849444.964238,105180579.22580935
476,159519283.78662115,150008170.9992183
477,145617280.19069874,136935054.80194148
478,118254956.9371153,111204171.5624589
479,134195678.24600177,126194449.79836757
480,133174620.63456745,125234271.30997257
481,157739607.94073558,148334605.82091746
482,95800412.13752444,90088447.39388578
483,110579359.37580621,103986220.70306191
484,131924518.13020398,124058704.40803018
485,144079753.87416342,135489201.32810602
486,62429233.7533305,58706978.55405746
487,115827586.6001132,108921529.76550533
488,146330600.45674312,137605844.35105407
489,154223110.0432763,145027774.16145444
490,108923495.21158983,102429085.109164
491,92942760.03823693,87401178.77914198
492,130101602.59396553,122344477.64505795
493,147219991.39239842,138442206.60390493
494,139500964.00175077,131183415.35762028
495,134703284.84209523,126671791.06557746
496,113736859.35806927,106955459.1927665
497,95089555.89844519,89419974.95759839
498,186298585.17687705,175190794.23342586
499,126726561.12066291,119170668.26954785
500,153723056.13451275,144557535.26322213
501,180446304.7424295,169687447.78334847
502,95219598.05749233,89542263.53593443
503,130220262.2266516,122456062.36414737
504,79337180.44735289,74606812.72279197
505,98586440.2874561,92708362.53645009
506,166581944.86894396,156649730.8545382
507,151011467.20057544,142007621.00316468
508,198510736.30643117,186674813.03933334
509,108260770.12509927,101805874.07323228
510,139129835.36712936,130834414.74550956
511,214704938.74391785,201903458.94830024
512,146853204.7037711,138097289.05536932
513,135252850.36271542,127188589.51549241
514,99305320.32319996,93384380.3618187
515,100710751.3575486,94706014.54875617
516,148534363.7006151,139678211.3130995
517,141670810.1302878,133223887.46459745
518,177406588.11586225,166828969.9825253
519,157847175.58420226,148435759.89503375
520,111913644.49587318,105240950.95072559
521,159589897.1793934,150074574.16782823
522,100751885.76466869,94744696.37474453
523,130224522.78913365,122460068.89658777
524,184489311.5780074,173489396.02650654
525,142214495.69049215,133735156.53846087
526,154449966.64037126,145241104.7532269
527,179656629.7728516,168944856.07243845
528,94138067.2622124,88525217.49217029
529,160739173.13357717,151155326.16074148
530,170548832.54074797,160380098.43193185
531,93053591.97678971,87505402.51934406
